gene_symbol	gene_symbol_long	identifier
FAD2-1A	fatty acid desaturase	glyma.Wm82.gnm2.ann1.Glyma.10g278000
FAD2-2A	fatty acid desaturase-2	glyma.Wm82.gnm2.ann1.Glyma.19g147300
FAD2-2B	fatty acid desaturase-2	glyma.Wm82.gnm2.ann1.Glyma.19g147400
FAD2-2D	fatty acid desaturase-2	glyma.Wm82.gnm2.ann1.Glyma.09g111900
FAD3	omega-3-fatty acid desaturase 3	glyma.Wm82.gnm2.ann1.Glyma.11g174100
FAD3-2b	omega-3 fatty acid desaturase D	glyma.Wm82.gnm2.ann1.Glyma.11g174100
FAD3d	omega-3-fatty acid desaturase 3 gene 4	glyma.Wm82.gnm2.ann1.Glyma.11g174100
FAD5.1	delta-7 desaturase	glyma.Wm82.gnm2.ann1.Glyma.07g030000
FAD5.2	delta-7 desaturase	glyma.Wm82.gnm2.ann1.Glyma.08g212900
FAD6.1	omega-6 fatty acid desaturase, chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.02g203300
FAD6.2	delta-12 desaturase, chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.17g074400
FAD8	Fatty acid desaturase 8	glyma.Wm82.gnm1.ann1.Glyma01G29630
FAD8.2	omega-3 fatty acid desaturase, chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.03g056700
FAN		glyma.Wm82.gnm1.ann1.Glyma14g37350
FANX		glyma.Wm82.gnm1.ann1.Glyma02g39230
FAT1	acyl-ACP thioesterase	glyma.Wm82.gnm2.ann1.Glyma.05g012300
FATB1A	16:0-acyl carrier protein (ACP) thioesterase enzyme	glyma.Wm82.gnm1.ann1.Glyma05g08060
FATB1B	myristoyl-acyl carrier protein thioesterase	glyma.Wm82.gnm2.ann1.Glyma.17g120400
FBA	fructose-bisphosphate aldolase	glyma.Wm82.gnm2.ann1.Glyma.02g303000
FBP	fructose-1,6-bisphosphatase	glyma.Wm82.gnm2.ann1.Glyma.07g142700
FCL1	homeobox protein knotted-1-like 1	glyma.Wm82.gnm2.ann1.Glyma.07g104800
FCL2	homeobox protein knotted-1-like	glyma.Wm82.gnm2.ann1.Glyma.09g172800
FDa1	Flowering Locus D	glyma.Wm82.gnm2.ann1.Glyma.01G163500
FDa2	Flowering Locus D	glyma.Wm82.gnm2.ann1.Glyma.11G080000
FDb1	Flowering Locus D	glyma.Wm82.gnm2.ann1.Glyma.02G045500
FDc1	Flowering Locus D	glyma.Wm82.gnm2.ann1.Glyma.04G022100
FDc2	Flowering Locus D	glyma.Wm82.gnm2.ann1.Glyma.06G022300
FDL02	Flowering Locus D-like gene 2	glyma.Wm82.gnm1.ann1.Glyma02g05100
FDL04	Flowering Locus D-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G022100
FDL0513	Flowering Locus D-like gene 513	glyma.Wm82.gnm1.ann1.Glyma05g13890
FDL0525	Flowering Locus D-like gene 525	glyma.Wm82.gnm1.ann1.Glyma05g25200
FDL06	Flowering Locus D-like gene 6	glyma.Wm82.gnm1.ann1.Glyma06g04350
FDL0602	Flowering Locus D-like gene 602	glyma.Wm82.gnm1.ann1.Glyma06g02470
FDL0647	Flowering Locus D-like gene 647	glyma.Wm82.gnm1.ann1.Glyma06g47220
FDL07	Flowering Locus D-like gene 7	glyma.Wm82.gnm1.ann1.Glyma07g33600
FDL08	Flowering Locus D-like gene 8	glyma.Wm82.gnm1.ann1.Glyma08g24340
FDL0808	Flowering Locus D-like gene 808	glyma.Wm82.gnm1.ann1.Glyma08g08220
FDL10	Flowering Locus D-like gene 10	glyma.Wm82.gnm1.ann1.Glyma10g08370
FDL12	Flowering Locus D-like gene 12	glyma.Wm82.gnm1.ann1.Glyma12g30980
FDL13	Flowering Locus D-like gene 13	glyma.Wm82.gnm1.ann1.Glyma13g03880
FDL1339	Flowering Locus D-like gene 1339	glyma.Wm82.gnm1.ann1.Glyma13g39340
FDL15	Flowering Locus D-like gene 15	glyma.Wm82.gnm1.ann1.Glyma15g35080
FDL1920	Flowering Locus D-like gene 1920	glyma.Wm82.gnm1.ann1.Glyma19g20090
FDL20	Flowering Locus D-like gene 20	glyma.Wm82.gnm1.ann1.Glyma20g10060
FER2-1	ferritin	glyma.Wm82.gnm2.ann1.Glyma.02g262500
Fg2	flavonol 3-O-glucoside (1->6) rhamnosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.10g194000
FILA	YABBY protein FILa	glyma.Wm82.gnm2.ann1.Glyma.17g138200
FKF1	Flavin-binding Kelch Repeat F-Box 1 gene	glyma.Wm82.gnm1.ann1.Glyma05g34530
FKF2	Flavin-binding Kelch Repeat F-Box 2 gene	glyma.Wm82.gnm2.ann1.Glyma.08g046500
FLD	Flowering locus D	glyma.Wm82.gnm2.ann1.Glyma.02g159100
FLS1	Flavonol synthase 1	glyma.Wm82.gnm2.ann1.Glyma.13g082300
FLS2a	flavanol synthase	glyma.Wm82.gnm2.ann1.Glyma.08g083300
FLS2b	flavanol synthase	glyma.Wm82.gnm2.ann1.Glyma.05g128200
FNSII-1	flavone synthase II	glyma.Wm82.gnm2.ann1.Glyma.12g067000
FNSII-2	flavone synthase II	glyma.Wm82.gnm2.ann1.Glyma.12g067100
FRD3a	ferric reductase defective 3a	glyma.Wm82.gnm2.ann1.Glyma.15g274600
FRD3b	ferric reductase defective 3b	glyma.Wm82.gnm2.ann1.Glyma.09g102800
FT	FLOWERING LOCUS T  	glyma.Wm82.gnm1.ann1.Glyma02g07650
FT2a (E9)	Flowering Locus T gene 2a	glyma.Wm82.gnm2.ann1.Glyma.16G150700
FT2C	flowering locus T 2c	glyma.Wm82.gnm2.ann1.Glyma.02g069200
FT2c-N	Flowering Locus T gene 2c	glyma.Wm82.gnm2.ann1.Glyma.02G069200
FT4 (E10)	Flowering Locus T gene 4	glyma.Wm82.gnm2.ann1.Glyma.08G363100
FTL1	Flowering locus T-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.16g044200
FTL2	Flowering locus T-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.19g108100
FTL3	Flowering locus T-like gene 3	glyma.Wm82.gnm2.ann1.Glyma.16g150700
FTL4	Flowering locus T-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.16g044100
FTL5	Flowering locus T-like gene 5	glyma.Wm82.gnm2.ann1.Glyma.16g151000
FTL6	Flowering locus T-like gene 6	glyma.Wm82.gnm2.ann1.Glyma.19g108200
FTL7	Flowering locus T-like gene 7	glyma.Wm82.gnm2.ann1.Glyma.08g363200
FTL9	flowering locus T-like protein 9	glyma.Wm82.gnm2.ann1.Glyma.08g256000
FTRC	ferredoxin thioredoxin reductase precursor	glyma.Wm82.gnm2.ann1.Glyma.13g069100
FTSH9	ATP-dependent zinc metalloprotease FTSH 8, chloroplastic-like	glyma.Wm82.gnm2.ann1.Glyma.15g158900
FULa	Fruitfull gene a	glyma.Wm82.gnm2.ann1.Glyma.06g205800
FULb	Fruitfull gene b	glyma.Wm82.gnm2.ann1.Glyma.04g159300
FUSA1	elongation factor G-1	glyma.Wm82.gnm2.ann1.Glyma.17g137600
FUSA2	elongation factor G-2	glyma.Wm82.gnm2.ann1.Glyma.05g055500
FVE	WD-40 repeat-containing protein MSI4-like	glyma.Wm82.gnm2.ann1.Glyma.15g169800
FWL3	protein FW2.2-like 3	glyma.Wm82.gnm2.ann1.Glyma.08g043500
FWL6	protein FW2.2-like 6	glyma.Wm82.gnm2.ann1.Glyma.07g185200
FWL7	protein FW2.2-like 7	glyma.Wm82.gnm2.ann1.Glyma.01g084000
FWL8	protein FW2.2-like 8	glyma.Wm82.gnm2.ann1.Glyma.15g016800
G2DT	glycinol 2-dimethylallyltransferase	glyma.Wm82.gnm2.ann1.Glyma.20g245100
G3pdh	Glycerol-3-phosphate dehydrogenase	glyma.Wm82.gnm1.ann1.Glyma02g38310 
G4DT	Glycinol 4-dimethylallyltransferase	glyma.Wm82.gnm2.ann1.Glyma.10g295300
G6PD	Glucose Metabolism	glyma.Wm82.gnm2.ann1.Glyma.16G063200
G6PDH	glucose-6-phosphate dehydrogenase	glyma.Wm82.gnm2.ann1.Glyma.19g082300
G6PDH1	Glucose-6-phosphate dehydrogenase gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G229400
G6PDH2	Glucose-6-phosphate dehydrogenase gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G082300
G6PDH3	Glucose-6-phosphate dehydrogenase gene 3	glyma.Wm82.gnm2.ann1.Glyma.08G199000
G6PDH4	Glucose-6-phosphate dehydrogenase gene 4	glyma.Wm82.gnm2.ann1.Glyma.16G063200
G6PDH5	Glucose-6-phosphate dehydrogenase gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G096800
G6PDH6	Glucose-6-phosphate dehydrogenase gene 6	glyma.Wm82.gnm2.ann1.Glyma.19G077300
G6PDH7	Glucose-6-phosphate dehydrogenase gene 7	glyma.Wm82.gnm2.ann1.Glyma.18G284600
G6PDH8	Glucose-6-phosphate dehydrogenase gene 8	glyma.Wm82.gnm2.ann1.Glyma.07G013800
G6PDH9	Glucose-6-phosphate dehydrogenase gene 9	glyma.Wm82.gnm2.ann1.Glyma.19G226700
G93	PH/RCC1/FYVE zinc finger domain-containing protein G93	glyma.Wm82.gnm2.ann1.Glyma.18g044000
GA1	gibberellic acid-20 oxidase 1	glyma.Wm82.gnm2.ann1.Glyma.09G149200
GA2	gibberellic acid-20 oxidase 2	glyma.Wm82.gnm2.ann1.Glyma.20G153400
GA20OX	gibberellin oxidase gene 20	glyma.Wm82.gnm1.ann1.Glyma07g08950
GA20OX1	gibberellin 20 oxidase 1	glyma.Wm82.gnm2.ann1.Glyma.03g019800
GA20OX2	gibberellin 20 oxidase 2	glyma.Wm82.gnm2.ann1.Glyma.07g081700
GA20OX3	gibberellin 20-oxidase	glyma.Wm82.gnm2.ann1.Glyma.09g149200
GA20OX5	gibberellin 20 oxidase 5	glyma.Wm82.gnm2.ann1.Glyma.13g035600
GA20OX6	gibberellin 20 oxidase 6	glyma.Wm82.gnm2.ann1.Glyma.14g157400
GA20OX7	gibberellin 20-oxidase 7	glyma.Wm82.gnm2.ann1.Glyma.16g200800
GA20OX8	gibberellin 20 oxidase 8	glyma.Wm82.gnm2.ann1.Glyma.20g153400
GA2OX1	gibberellin 2-beta-dioxygenase 1	glyma.Wm82.gnm2.ann1.Glyma.02g010100
GA2OX10	gibberellin 2-beta-dioxygenase 10	glyma.Wm82.gnm2.ann1.Glyma.15g252100
GA2OX2	gibberellin 2-beta-dioxygenase 2	glyma.Wm82.gnm2.ann1.Glyma.10g010700
GA2OX3	gibberellin 2-beta-dioxygenase 3	glyma.Wm82.gnm2.ann1.Glyma.10g123000
GA2OX4	gibberellin 2-beta-dioxygenase 4	glyma.Wm82.gnm2.ann1.Glyma.11g003200
GA2OX5	gibberellin 2-beta-dioxygenase 5	glyma.Wm82.gnm2.ann1.Glyma.13g218200
GA2OX6	gibberellin 2-beta-dioxygenase 6	glyma.Wm82.gnm2.ann1.Glyma.13g259400
GA2OX7	gibberellin 2-beta-dioxygenase 7	glyma.Wm82.gnm2.ann1.Glyma.13g259500
GA2OX8	gibberellin 2-beta-dioxygenase 8	glyma.Wm82.gnm2.ann1.Glyma.15g093900
GA2ox8A	giberellin 2-oxidase 8 gene A	glyma.Wm82.gnm2.ann1.Glyma.13G287600
GA2ox8B	giberellin 2-oxidase 8 gene B	glyma.Wm82.gnm2.ann1.Glyma.13G288000
GA2OX9	gibberellin 2-beta-dioxygenase 9	glyma.Wm82.gnm2.ann1.Glyma.15g248400
GA3OX1	gibberellin 3-beta-dioxygenase 1	glyma.Wm82.gnm2.ann1.Glyma.04g071000
GA3OX2	gibberellin 3-beta-dioxygenase 2	glyma.Wm82.gnm2.ann1.Glyma.06g072600
GA3OX3	gibberellin 3-beta-dioxygenase 3	glyma.Wm82.gnm2.ann1.Glyma.13g361700
GA3OX4	gibberellin 3-beta-dioxygenase 4	glyma.Wm82.gnm2.ann1.Glyma.14g128400
GA3OX5	gibberellin 3-beta-dioxygenase 5	glyma.Wm82.gnm2.ann1.Glyma.15g012100
GA3OX6	gibberellin 3-beta-dioxygenase 6	glyma.Wm82.gnm2.ann1.Glyma.17g205300
GAD	GAD protein	glyma.Wm82.gnm2.ann1.Glyma.18g043600
GAI1	DELLA protein GAI 1	glyma.Wm82.gnm2.ann1.Glyma.05g140400
GAI2	DELLA protein GAI 2	glyma.Wm82.gnm2.ann1.Glyma.11g216500
GAMMA-TMT	gamma-tocopherol methyltransferase	glyma.Wm82.gnm2.ann1.Glyma.09g222800
GAPC1	glyceraldehyde-3-phosphate dehydrogenase	glyma.Wm82.gnm2.ann1.Glyma.06g172600
GAPDH	glyceraldehyde 3-phosphate dehydrogenase	glyma.Wm82.gnm2.ann1.Glyma.04g193500
GASA1	gibberellin-regulated protein 1	glyma.Wm82.gnm2.ann1.Glyma.02g245600
GASA10	gibberellin-regulated protein 10	glyma.Wm82.gnm2.ann1.Glyma.06g185300
GASA11	gibberellin-regulated protein 11	glyma.Wm82.gnm2.ann1.Glyma.06g193800
GASA12	gibberellin-regulated protein 12	glyma.Wm82.gnm2.ann1.Glyma.08g291900
GASA13	gibberellin-regulated protein 13	glyma.Wm82.gnm2.ann1.Glyma.09g095200
GASA14	gibberellin-regulated protein 14	glyma.Wm82.gnm2.ann1.Glyma.09g238300
GASA15	gibberellin-regulated protein 15	glyma.Wm82.gnm2.ann1.Glyma.10g216000
GASA16	gibberellin-regulated protein 16	glyma.Wm82.gnm2.ann1.Glyma.10g216100
GASA17	gibberellin-regulated protein 17	glyma.Wm82.gnm2.ann1.Glyma.10g259800
GASA18	gibberellin-regulated protein 18	glyma.Wm82.gnm2.ann1.Glyma.13g039300
GASA19	gibberellin-regulated protein 19	glyma.Wm82.gnm2.ann1.Glyma.13g039600
GASA21	gibberellin-regulated protein 21	glyma.Wm82.gnm2.ann1.Glyma.13g069900
GASA22	gibberellin-regulated protein 22	glyma.Wm82.gnm2.ann1.Glyma.14g087200
GASA23	gibberellin-regulated protein 23	glyma.Wm82.gnm2.ann1.Glyma.14g215600
GASA24	gibberellin-regulated protein 24	glyma.Wm82.gnm2.ann1.Glyma.14g219100
GASA26	gibberellin-regulated protein 26	glyma.Wm82.gnm2.ann1.Glyma.17g092800
GASA27	gibberellin-regulated protein 27	glyma.Wm82.gnm2.ann1.Glyma.17g237100
GASA28	gibberellin-regulated protein 28	glyma.Wm82.gnm2.ann1.Glyma.17g258100
GASA29	gibberellin-regulated protein 29	glyma.Wm82.gnm2.ann1.Glyma.17g258200
GASA3	gibberellin-regulated protein 3	glyma.Wm82.gnm2.ann1.Glyma.03g131700
GASA31	gibberellin-regulated protein 31	glyma.Wm82.gnm2.ann1.Glyma.18g132100
GASA32	gibberellin-regulated protein 32	glyma.Wm82.gnm2.ann1.Glyma.18g259400
GASA33	gibberellin-regulated protein 33	glyma.Wm82.gnm2.ann1.Glyma.19g013000
GASA34	gibberellin-regulated protein 34	glyma.Wm82.gnm2.ann1.Glyma.19g022500
GASA35	gibberellin-regulated protein 35	glyma.Wm82.gnm2.ann1.Glyma.19g133600
GASA36	gibberellin-regulated protein 36	glyma.Wm82.gnm2.ann1.Glyma.20g131100
GASA37	gibberellin-regulated protein 37	glyma.Wm82.gnm2.ann1.Glyma.20g175800
GASA4	gibberellin-regulated protein 4	glyma.Wm82.gnm2.ann1.Glyma.04g024400
GASA5	gibberellin-regulated protein 5	glyma.Wm82.gnm2.ann1.Glyma.04g169600
GASA6	gibberellin-regulated protein 6	glyma.Wm82.gnm2.ann1.Glyma.04g179500
GASA7	gibberellin-regulated protein 7	glyma.Wm82.gnm2.ann1.Glyma.05g034500
GASA8	gibberellin-regulated protein 8	glyma.Wm82.gnm2.ann1.Glyma.06g024500
GASA9	gibberellin-regulated protein 9	glyma.Wm82.gnm2.ann1.Glyma.06g044400
GBF2	G-box binding factor	glyma.Wm82.gnm2.ann1.Glyma.16g029000
GBP	GAGA-binding protein	glyma.Wm82.gnm2.ann1.Glyma.09g170400
GBSSIa	granule bound starch synthase Ia	glyma.Wm82.gnm2.ann1.Glyma.10g172200
GDH1	glutamate dehydrogenase 1	glyma.Wm82.gnm2.ann1.Glyma.16g041200
GDH2	glutamate dehydrogenase 2	glyma.Wm82.gnm2.ann1.Glyma.17g148000
GER10	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.15g176900
GER11	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.20g220800
GER12	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.20g220900
GER13	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.19g086100
GER14	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.19g086200
GER15	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.15g222500
GER16	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.10g139700
GER17	germin-like protein 17	glyma.Wm82.gnm2.ann1.Glyma.10g139800
GER19	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.20g090200
GER2	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.16g060800
GER20	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.19g058900
GER3	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.16g060900
GER4	germin-like protein 4	glyma.Wm82.gnm2.ann1.Glyma.16g061400
GER5	germin-like protein 5	glyma.Wm82.gnm2.ann1.Glyma.01g037800
GER6	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.10g168900
GER7	germin-like protein 7	glyma.Wm82.gnm2.ann1.Glyma.08g226800
GER8	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.07g038500
GER9	germin-like protein 9	glyma.Wm82.gnm2.ann1.Glyma.07g039100
GF14e	GF14 gene family gene e	glyma.Wm82.gnm2.ann1.Glyma.04G099900
GF14f	GF14 gene family gene f	glyma.Wm82.gnm2.ann1.Glyma.04G183400
GF14g	GF14 gene family gene g	glyma.Wm82.gnm2.ann1.Glyma.05G158100
GF14h	GF14 gene family gene h	glyma.Wm82.gnm2.ann1.Glyma.06G094400
GF14i	GF14 gene family gene i	glyma.Wm82.gnm2.ann1.Glyma.06G101500
GF14j	GF14 gene family gene j	glyma.Wm82.gnm2.ann1.Glyma.06G182800
GF14k	GF14 gene family gene k	glyma.Wm82.gnm2.ann1.Glyma.07G226000
GF14l	GF14 gene family gene l	glyma.Wm82.gnm2.ann1.Glyma.08G115800
GF14m	GF14 gene family gene m	glyma.Wm82.gnm2.ann1.Glyma.08G363800
GF14n	GF14 gene family gene n	glyma.Wm82.gnm2.ann1.Glyma.12G210400
GF14o	GF14 gene family gene o	glyma.Wm82.gnm2.ann1.Glyma.12G229200
GF14p	GF14 gene family gene p	glyma.Wm82.gnm2.ann1.Glyma.13G270600
GF14q	GF14 gene family gene q	glyma.Wm82.gnm2.ann1.Glyma.13G290900
GF14r	GF14 gene family gene r	glyma.Wm82.gnm2.ann1.Glyma.14G176900
GF14s	GF14 gene family gene s	glyma.Wm82.gnm2.ann1.Glyma.17G208100
GF14t	GF14 gene family gene t	glyma.Wm82.gnm2.ann1.Glyma.18G298300
GF14u	GF14 gene family gene u	glyma.Wm82.gnm2.ann1.Glyma.20G025900
GF14v	GF14 gene family gene v	glyma.Wm82.gnm2.ann1.Glyma.20G043700
GH	gamma glutamyl hydrolase	glyma.Wm82.gnm2.ann1.Glyma.13g267800
GH1	AUX/IAA family protein	glyma.Wm82.gnm2.ann1.Glyma.01g019400
GH3.1	auxin synthesis-related gene	glyma.Wm82.gnm2.ann1.Glyma.02G125600
GH3.6	auxin synthesis-related gene	glyma.Wm82.gnm2.ann1.Glyma.06G260800
GI1	gigantea protein gene 1	glyma.Wm82.gnm1.ann1.Glyma20g30980
GI1A	Gigantea gene 1	glyma.Wm82.gnm2.ann1.Glyma.20g170000
GI3	Gigantea gene 3	glyma.Wm82.gnm2.ann1.Glyma.10g221500
GIa (E2)	Gigantea gene a	glyma.Wm82.gnm2.ann1.Glyma.10G221500
Gic	Gigantea gene c	glyma.Wm82.gnm2.ann1.Glyma.16G163200
GID1B	GID Complex Subunit	glyma.Wm82.gnm2.ann1.Glyma.03G148300
GID1C	GID Complex Subunit	glyma.Wm82.gnm2.ann1.Glyma.20G230600
GIGANTEA	protein GIGANTEA	glyma.Wm82.gnm2.ann1.Glyma.20g170000
GinCrRI,k1l,18	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.13G053700
GinCrRI,k1l,21	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.13G054300
GinCrRI,k1l,22	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.13G054400
GinCrRI,k1l,23	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.13G201400
GinCrRI,k1l,26	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.17G102600
GinCrRI,k1l,28	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.18G215800
GinCrRI,k1l,36	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.19G033100
GinCrRl,k1l,19	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.13G053800
GinCrRl,k1l,2-l	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.15G042900
GinCrRl,k1l,32	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.18G270700
GinCrRl,k1l,33	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.18G270900
GinCrRl,k1l,38	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.20G225800
GinCrRLk1L30	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.18G270100
GIP1	putative aspartic proteinase GIP1	glyma.Wm82.gnm2.ann1.Glyma.03g151900
GK	glycerol kinase	glyma.Wm82.gnm2.ann1.Glyma.07g028600
GLB1	Nonsymbiotic hemoglobin gene 1	glyma.Wm82.gnm2.ann1.Glyma.11g121800
GLB3	Nonsymbiotic hemoglobin gene 3	glyma.Wm82.gnm2.ann1.Glyma.04g079200
GLXI	lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.11g194300
glycinin A2B1a	glycinin A2B1a subunit	glyma.Wm82.gnm2.ann1.Glyma.03g163500
glycinin A3B4	glycinin A3B4 subunit	glyma.Wm82.gnm2.ann1.Glyma.13g123500
glycinin A5A4B3	glycinin A5A4B3 subunit	glyma.Wm82.gnm2.ann1.Glyma.10g037100
GLYI-1	Glyoxylase 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.01g146300
GLYI-10	Glyoxylase 1 gene 10	glyma.Wm82.gnm2.ann1.Glyma.09g004300
GLYI-11	Glyoxylase 1 gene 11	glyma.Wm82.gnm2.ann1.Glyma.09g193800
GLYI-12	Glyoxylase 1 gene 12	glyma.Wm82.gnm2.ann1.Glyma.09g226500
GLYI-13	Glyoxylase 1 gene 13	glyma.Wm82.gnm2.ann1.Glyma.11g075000
GLYI-14	Glyoxylase 1 gene 14	glyma.Wm82.gnm2.ann1.Glyma.11g194200
GLYI-15	Glyoxylase 1 gene 15	glyma.Wm82.gnm2.ann1.Glyma.11g194300
GLYI-16	Glyoxylase 1 gene 16	glyma.Wm82.gnm2.ann1.Glyma.12g079700
GLYI-17	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.12g167400
GLYI-18	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.13g106600
GLYI-19	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.13g168200
GLYI-2	Glyoxylase 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.01g168400
GLYI-20	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.15g009500
GLYI-21	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.15g108400
GLYI-22	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.16g003500
GLYI-23	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.17g052700
GLYI-24	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.17g115900
GLYI-3	Glyoxylase 1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.04g083100
GLYI-4	Glyoxylase 1 gene 4	glyma.Wm82.gnm2.ann1.Glyma.05g228500
GLYI-5	Glyoxylase 1 gene 5	glyma.Wm82.gnm2.ann1.Glyma.06g084500
GLYI-6	Glyoxylase 1 gene 6	glyma.Wm82.gnm2.ann1.Glyma.07g031700
GLYI-7	Glyoxylase 1 gene 7	glyma.Wm82.gnm2.ann1.Glyma.07g261400
GLYI-8	Glyoxylase 1 gene 8	glyma.Wm82.gnm2.ann1.Glyma.08g035400
GLYI-9	Glyoxylase 1 gene 9	glyma.Wm82.gnm2.ann1.Glyma.08g211100
GLYII-1	hydroxyacylglutathione hydrolase cytoplasmic-like	glyma.Wm82.gnm2.ann1.Glyma.02g220100
GLYII-10	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.15g245500
GLYII-12	glyoxalase GLYII-12	glyma.Wm82.gnm2.ann1.Glyma.20g118000
GLYII-3	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.06g140800
GLYII-4	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.11g126200
GLYII-5	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.12g050800
GLYII-6	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.13g261400
GLYII-7	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.13g345400
GLYII-8	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.14g187700
GLYII-9	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.15g028900
GM2S-1	2S albumin	glyma.Wm82.gnm2.ann1.Glyma.13g288100
GM7S	beta-conglycinin alpha prime subunit 1	glyma.Wm82.gnm2.ann1.Glyma.10g246300
GME1	GDP-mannose 3',5'-epimerase	glyma.Wm82.gnm2.ann1.Glyma.19g244600
GMNAC184	NAC domain-containing protein	glyma.Wm82.gnm2.ann1.Glyma.20g175500
GMP1	mannose-1-phosphate guanylyltransferase 1-like	glyma.Wm82.gnm2.ann1.Glyma.14g065900
GMP2	mannose-1-phosphate guanylyltransferase 1-like	glyma.Wm82.gnm2.ann1.Glyma.11g223700
GMR1	ras-related protein RABA5d-like	glyma.Wm82.gnm2.ann1.Glyma.18g300600
GMR2	ras-related protein RABA5d-like	glyma.Wm82.gnm2.ann1.Glyma.08g361000
GnCrRLk1L27	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.17G166200
GnCrRLk1L34	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.18G271000
GnCrRLk1L35	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.18G271100
GnCrRLk1L37	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.20G162300
GND	6-phosphogluconate dehydrogenase	glyma.Wm82.gnm2.ann1.Glyma.18g277300
GOS12	SNARE GOS12	glyma.Wm82.gnm2.ann1.Glyma.01g137300
GPA1	G protein alpha subunit	glyma.Wm82.gnm2.ann1.Glyma.04g056600
GPA2	guanine nucleotide-binding protein alpha-2 subunit	glyma.Wm82.gnm2.ann1.Glyma.17g226700
GPPS	geranyl-diphosphate synthase	glyma.Wm82.gnm2.ann1.Glyma.14g023000
GPRP3	glycine and proline rich protein 3	glyma.Wm82.gnm2.ann1.Glyma.16g076800
GPRP4	glycine-rich protein A3-like	glyma.Wm82.gnm2.ann1.Glyma.01g154000
